,AGU,CITY,MX
,AGV,CITY,VE
,AGW,CITY,AU
,AGX,CITY,IN
,AGZ,CITY,ZA
,AHB,CITY,SA
,AHC,CITY,US
,AHE,CITY,PF
,AHF,CITY,US
,AHH,CITY,US
,AHI,CITY,ID
,AHL,CITY,GY
,AHM,CITY,US
,AHN,CITY,US
,AHO,CITY,IT
,AHS,CITY,HN
,AHT,CITY,US
,AHU,CITY,MA
,AHW,CITY,OM
,AHY,CITY,MG
,AHZ,CITY,FR
,AIA,CITY,US
,AIB,CITY,US
,AIC,CITY,MH
,AID,CITY,US
,AIE,CITY,PG
,AIF,CITY,BR
,AIG,CITY,CF
,AIH,CITY,PG
,AII,CITY,DJ
,AIK,CITY,US
,AIL,CITY,PA
,AIM,CITY,MH
,AIN,CITY,US
,AIO,CITY,US
,AIP,CITY,MH
,AIR,CITY,BR
,AIS,CITY,KI
,AIT,CITY,CK
,AIU,CITY,CK
,AIV,CITY,US
,AIW,CITY,NA
,AIY,CITY,US
,AIZ,CITY,US
,AJA,CITY,FR
,AJF,CITY,SA
,AJI,CITY,TR
,AJJ,CITY,MR
,AJK,CITY,IR
,AJL,CITY,IN
,AJN,CITY,KM
,AJR,CITY,SE
,AJS,CITY,MX
,AJU,CITY,BR
,AJY,CITY,NE
,AKA,CITY,CN
,AKB,CITY,US
,AKD,CITY,IN
,AKE,CITY,GA
,AKF,CITY,LY
,AKG,CITY,PG
,AKH,CITY,SA
,AKI,CITY,US
,AKJ,CITY,JP
,AKK,CITY,US
,AKL,CITY,NZ
,AKM,CITY,TD
,AKN,CITY,US
,AKO,CITY,US
,AKP,CITY,US
,AKQ,CITY,ID
,AKR,CITY,NG
,AKS,CITY,SB
,AKT,CITY,CY
,AKU,CITY,CN
,AKV,CITY,CA
,AKW,CITY,IR
,AKX,CITY,KZ
,AKY,CITY,MM
,ALA,CITY,KZ
,ALB,CITY,US
,ALC,CITY,ES
,ALD,CITY,PE
,ALE,CITY,US
,ALF,CITY,NO
,ALG,CITY,DZ
,ALH,CITY,AU
,ALI,CITY,US
,ALJ,CITY,ZA
,ALK,CITY,ET
,ALL,CITY,IT
,ALM,CITY,US
,ALN,CITY,US
,ALO,CITY,US
,ALP,CITY,SY
,ALQ,CITY,BR
,ALR,CITY,NZ
,ALS,CITY,US
,ALT,CITY,BR
,ALU,CITY,SO
,ALW,CITY,US
,ALX,CITY,US
,ALY,CITY,EG
,ALZ,CITY,US
,AMA,CITY,US
,AMB,CITY,MG
,AMC,CITY,TD
,AMD,CITY,IN
,AME,CITY,MZ
,AMF,CITY,PG
,AMG,CITY,PG
,AMH,CITY,ET
,AMI,CITY,ID
,AMJ,CITY,BR
,AML,CITY,PA
,AMM,CITY,JO
,AMN,CITY,US
,AMO,CITY,TD
,AMP,CITY,MG
,AMQ,CITY,ID
,AMR,CITY,MH
,AMS,CITY,NL
,AMT,CITY,AU
,AMU,CITY,PG
,AMV,CITY,RU
,AMW,CITY,US
,AMX,CITY,AU
,AMY,CITY,MG
,AMZ,CITY,NZ
,ANA,CITY,US
,ANB,CITY,US
,ANC,CITY,US
,AND,CITY,US
,ANE,CITY,FR
,ANF,CITY,CL
,ANG,CITY,FR
,ANH,CITY,SB
,ANI,CITY,US
,ANJ,CITY,CG
,ANK,CITY,TR
,ANL,CITY,AO
,ANM,CITY,MG
,ANN,CITY,US
,ANO,CITY,MZ
,ANP,CITY,US
,ANQ,CITY,US
,ANR,CITY,BE
,ANS,CITY,PE
,ANT,CITY,AT
,ANU,CITY,AG
,ANV,CITY,US
,ANW,CITY,US
,ANX,CITY,NO
,ANY,CITY,US
,ANZ,CITY,AU
,AOA,CITY,PG
,AOB,CITY,PG
,AOC,CITY,DE
,AOD,CITY,TD
,AOG,CITY,CN
,AOH,CITY,US
,AOI,CITY,IT
,AOJ,CITY,JP
,AOK,CITY,GR
,AOL,CITY,AR
,AOM,CITY,OM
,AON,CITY,PG
,AOO,CITY,US
,AOP,CITY,PE
,AOR,CITY,MY
,AOS,CITY,US
,AOT,CITY,IT
,AOU,CITY,LA
,APB,CITY,BO
,APC,CITY,US
,APE,CITY,PE
,APF,CITY,US
,APG,CITY,US
,APH,CITY,US
,API,CITY,CO
,APK,CITY,PF
,APL,CITY,MZ
,APN,CITY,US
,APO,CITY,CO
,APP,CITY,PG
,APQ,CITY,BR
,APR,CITY,PG
,APS,CITY,BR
,APT,CITY,US
,APU,CITY,BR
,APV,CITY,US
,APW,CITY,WS
,APX,CITY,BR
,APY,CITY,BR
,APZ,CITY,AR
,AQA,CITY,BR
,AQB,CITY,GT
,AQG,CITY,CN
,AQI,CITY,SA
,AQJ,CITY,JO
,AQM,CITY,BR
,AQP,CITY,PE
,AQS,CITY,FJ
,AQY,CITY,US
,ARA,CITY,US
,ARB,CITY,US
,ARC,CITY,US
,ARD,CITY,ID
,ARE,CITY,PR
,ARF,CITY,CO
,ARG,CITY,US
,ARH,CITY,RU
,ARI,CITY,CL
,ARJ,CITY,ID
,ARK,CITY,TZ
,ARL,CITY,BF
,ARM,CITY,AU
,ARO,CITY,CO
,ARP,CITY,PG
,ARQ,CITY,CO
,ARR,CITY,AR
,ARS,CITY,BR
,ART,CITY,US
,ARU,CITY,BR
,ARV,CITY,US
,ARW,CITY,RO
,ARX,CITY,US
,ARY,CITY,AU
,ARZ,CITY,AO
,ASA,CITY,ER
,ASB,CITY,TM
,ASC,CITY,BO
,ASD,CITY,BS
,ASE,CITY,US
,ASF,CITY,RU
,ASG,CITY,NZ
,ASH,CITY,US
,ASI,CITY,SH
,ASJ,CITY,JP
,ASK,CITY,CI
,ASL,CITY,US
,ASM,CITY,ER
,ASN,CITY,US
,ASO,CITY,ET
,ASP,CITY,AU
,ASQ,CITY,US
,ASR,CITY,TR
,AST,CITY,US
,ASU,CITY,PY
,ASV,CITY,KE
,ASW,CITY,EG
,ASX,CITY,US
,ASY,CITY,US
,ASZ,CITY,PG
,ATA,CITY,PE
,ATB,CITY,SD
,ATC,CITY,BS
,ATD,CITY,SB
,ATE,CITY,US
,ATF,CITY,EC
,ATG,CITY,PK
,ATH,CITY,GR
,ATI,CITY,UY
,ATJ,CITY,MG
,ATK,CITY,US
,ATL,CITY,US
,ATM,CITY,BR
,ATN,CITY,PG
,ATO,CITY,US
,ATP,CITY,PG
,ATQ,CITY,IN
,ATR,CITY,MR
,ATS,CITY,US
,ATT,CITY,US
,ATU,CITY,US
,ATV,CITY,TD
,ATW,CITY,US
,ATX,CITY,KZ
,ATY,CITY,US
,ATZ,CITY,EG
,AUA,CITY,AW
,AUB,CITY,BR
,AUC,CITY,CO
,AUD,CITY,AU
,AUE,CITY,EG
,AUF,CITY,FR
,AUG,CITY,US
,AUH,CITY,AE
,AUI,CITY,PG
,AUJ,CITY,PG
,AUK,CITY,US
,AUL,CITY,MH
,AUM,CITY,US
,AUN,CITY,US
,AUO,CITY,US
,AUP,CITY,PG
,AUQ,CITY,PF
,AUR,CITY,FR
,AUS,CITY,US
,AUT,CITY,ID
,AUU,CITY,AU
,AUV,CITY,PG
,AUW,CITY,US
,AUX,CITY,BR
,AUY,CITY,VU
,AUZ,CITY,US
,AVA,CITY,CN
,AVB,CITY,IT
,AVG,CITY,AU
,AVI,CITY,CU
,AVK,CITY,MN
,AVL,CITY,US
,AVN,CITY,FR
,AVO,CITY,US
,AVP,CITY,US
,AVU,CITY,SB
,AVX,CITY,US
,AWA,CITY,ET
,AWB,CITY,PG
,AWD,CITY,VU
,AWE,CITY,GA
,AWK,CITY,UM
,AWM,CITY,US
,AWN,CITY,AU
,AWP,CITY,AU
,AWR,CITY,PG
,AWZ,CITY,IR
,AXA,CITY,AI
,AXB,CITY,US
,AXC,CITY,AU
,AXD,CITY,GR
,AXE,CITY,BR
,AXG,CITY,US
,AXK,CITY,YE
,AXL,CITY,AU
,AXM,CITY,CO
,AXN,CITY,US
,AXP,CITY,BS
,AXR,CITY,PF
,AXT,CITY,JP
,AXU,CITY,ET
,AXV,CITY,US
,AXX,CITY,US
,AYA,CITY,CO
,AYC,CITY,CO
,AYD,CITY,AU
,AYE,CITY,US
,AYG,CITY,CO
,AYI,CITY,CO
,AYK,CITY,KZ
,AYL,CITY,AU
,AYN,CITY,CN
,AYO,CITY,PY
,AYP,CITY,PE
,AYQ,CITY,AU
,AYR,CITY,AU
,AYS,CITY,US
,AYT,CITY,TR
,AYU,CITY,PG
,AYW,CITY,ID
,AYY,CITY,LK
,AYZ,CITY,US
,AZB,CITY,PG
,AZD,CITY,IR
,AZG,CITY,MX
,AZL,CITY,BR
,AZN,CITY,UZ
,AZO,CITY,US
,AZR,CITY,DZ
,AZS,CITY,DO
,AZT,CITY,CO
,AZZ,CITY,AO
,BAA,CITY,PG
,BAC,CITY,CO
,BAE,CITY,FR
,BAF,CITY,US
,BAG,CITY,PH
,BAH,CITY,BH
,BAI,CITY,CR
,BAJ,CITY,PG
,BAK,CITY,AZ
,BAL,CITY,TR
,BAM,CITY,US
,BAN,CITY,CD
,BAO,CITY,TH
,BAP,CITY,PG
,BAQ,CITY,CO
,BAR,CITY,US
,BAS,CITY,SB
,BAT,CITY,BR
,BAV,CITY,CN
,BAW,CITY,GA
,BAX,CITY,RU
,BAY,CITY,RO
,BAZ,CITY,BR
,BBA,CITY,CL
,BBB,CITY,US
,BBC,CITY,US
,BBD,CITY,US
,BBF,CITY,US
,BBG,CITY,KI
,BBH,CITY,DE
,BBI,CITY,IN
,BBJ,CITY,DE
,BBK,CITY,BW
,BBM,CITY,KH
,BBN,CITY,MY
,BBO,CITY,SO
,BBP,CITY,GB
,BBQ,CITY,AG
,BBR,CITY,GP
,BBS,CITY,GB
,BBT,CITY,CF
,BBV,CITY,CI
,BBW,CITY,US
,BBX,CITY,US
,BBY,CITY,CF
,BBZ,CITY,ZM
,BCA,CITY,CU
,BCB,CITY,US
,BCC,CITY,US
,BCD,CITY,PH
,BCE,CITY,US
,BCF,CITY,CF
,BCG,CITY,GY
,BCH,CITY,TL
,BCI,CITY,AU
,BCJ,CITY,US
,BCK,CITY,AU
,BCL,CITY,CR
,BCM,CITY,RO
,BCN,CITY,ES
,BCO,CITY,ET
,BCP,CITY,PG
,BCQ,CITY,LY
,BCR,CITY,BR
,BCS,CITY,US
,BCT,CITY,US
,BCU,CITY,NG
,BCV,CITY,BZ
,BCW,CITY,MZ
,BCX,CITY,RU
,BCY,CITY,ET
,BCZ,CITY,AU
,BDA,CITY,BM
,BDB,CITY,AU
,BDC,CITY,BR
,BDD,CITY,AU
,BDE,CITY,US
,BDF,CITY,US
,BDG,CITY,US
,BDH,CITY,IR
,BDI,CITY,SC
,BDJ,CITY,ID
,BDK,CITY,CI
,BDL,CITY,US
,BDM,CITY,TR
,BDN,CITY,PK
,BDO,CITY,ID
,BDP,CITY,NP
,BDQ,CITY,IN
,BDR,CITY,US
,BDS,CITY,IT
,BDT,CITY,CD
,BDU,CITY,NO
,BDV,CITY,CD
,BDW,CITY,AU
,BDX,CITY,US
,BDY,CITY,US
,BDZ,CITY,PG
,BEA,CITY,PG
,BEB,CITY,GB
,BED,CITY,US
,BEE,CITY,AU
,BEF,CITY,NI
,BEG,CITY,RS
,BEH,CITY,US
,BEI,CITY,ET
,BEJ,CITY,ID
,BEK,CITY,IN
,BEL,CITY,BR
,BEN,CITY,LY
,BEP,CITY,IN
,BEQ,CITY,GB
,BER,CITY,DE
,BES,CITY,FR
,BET,CITY,US
,BEU,CITY,AU
,BEV,CITY,IL
,BEW,CITY,MZ
,BEX,CITY,GB
,BEY,CITY,LB
,BEZ,CITY,KI
,BFA,CITY,PY
,BFB,CITY,US
,BFC,CITY,AU
,BFD,CITY,US
,BFE,CITY,DE
,BFF,CITY,US
,BFG,CITY,US
,BFH,CITY,BR
,BFL,CITY,US
,BFN,CITY,ZA
,BFO,CITY,ZW
,BFP,CITY,US
,BFQ,CITY,PA
,BFR,CITY,US
,BFS,CITY,GB
,BFT,CITY,US
,BFU,CITY,CN
,BFV,CITY,TH
,BFW,CITY,DZ
,BFX,CITY,CM
,BGA,CITY,CO
,BGB,CITY,GA
,BGC,CITY,PT
,BGD,CITY,US
,BGE,CITY,US
,BGF,CITY,CF
,BGG,CITY,TR
,BGH,CITY,MR
,BGI,CITY,BB
,BGJ,CITY,IS
,BGK,CITY,BZ
,BGL,CITY,NP
,BGM,CITY,US
,BGO,CITY,NO
,BGP,CITY,GA
,BGQ,CITY,US
,BGR,CITY,US
,BGT,CITY,US
,BGU,CITY,CF
,BGV,CITY,BR
,BGW,CITY,IQ
,BGX,CITY,BR
,BGZ,CITY,PT
,BHA,CITY,EC
,BHB,CITY,US
,BHC,CITY,PK
,BHE,CITY,NZ
,BHF,CITY,CO
,BHG,CITY,HN
,BHH,CITY,SA
,BHI,CITY,AR
,BHJ,CITY,IN
,BHK,CITY,UZ
,BHL,CITY,MX
,BHM,CITY,US
,BHN,CITY,YE
,BHO,CITY,IN
,BHP,CITY,NP
,BHQ,CITY,AU
,BHR,CITY,NP
,BHS,CITY,AU
,BHT,CITY,AU
,BHU,CITY,IN
,BHV,CITY,PK
,BHX,CITY,GB
,BHY,CITY,CN
,BHZ,CITY,BR
,BIA,CITY,FR
,BIB,CITY,SO
,BIC,CITY,US
,BID,CITY,US
,BIE,CITY,US
,BIG,CITY,US
,BIH,CITY,US
,BII,CITY,MH
,BIJ,CITY,PG
,BIK,CITY,ID
,BIL,CITY,US
,BIM,CITY,BS
,BIN,CITY,AF
,BIO,CITY,ES
,BIP,CITY,AU
,BIQ,CITY,FR
,BIR,CITY,NP
,BIS,CITY,US
,BIT,CITY,NP
,BIU,CITY,IS
,BIV,CITY,CF
,BIW,CITY,AU
,BIX,CITY,US
,BIY,CITY,ZA
,BIZ,CITY,PG
,BJA,CITY,DZ
,BJB,CITY,IR
,BJC,CITY,US
,BJD,CITY,IS
,BJE,CITY,SD
,BJF,CITY,NO
,BJG,CITY,ID
,BJH,CITY,NP
,BJI,CITY,US
,BJJ,CITY,US
,BJK,CITY,ID
,BJL,CITY,GM
,BJM,CITY,BI
,BJN,CITY,MZ
,BJO,CITY,BO
,BJP,CITY,BR
,BJQ,CITY,OM
,BJR,CITY,ET
,BJS,CITY,CN
,BJT,CITY,LK
,BJU,CITY,NP
,BJV,CITY,TR
,BJW,CITY,ID
,BJX,CITY,MX
,BJZ,CITY,ES
,BKB,CITY,IN
,BKC,CITY,US
,BKD,CITY,US
,BKE,CITY,US
,BKF,CITY,US
,BKG,CITY,US
,BKH,CITY,US
,BKI,CITY,MY
,BKJ,CITY,GN
,BKK,CITY,TH
,BKM,CITY,MY
,BKO,CITY,ML
,BKP,CITY,AU
,BKQ,CITY,AU
,BKR,CITY,TD
,BKS,CITY,ID
,BKT,CITY,US
,BKU,CITY,MG
,BKW,CITY,US
,BKX,CITY,US
,BKY,CITY,CD
,BKZ,CITY,TZ
,BLA,CITY,VE
,BLB,CITY,PA
,BLC,CITY,CM
,BLE,CITY,SE
,BLF,CITY,US
,BLG,CITY,MY
,BLH,CITY,US
,BLI,CITY,US
,BLJ,CITY,DZ
,BLK,CITY,GB
,BLL,CITY,DK
,BLM,CITY,US
,BLN,CITY,AU
,BLO,CITY,IS
,BLP,CITY,PE
,BLQ,CITY,IT
,BLR,CITY,IN
,BLS,CITY,AU
,BLT,CITY,AU
,BLU,CITY,US
,BLV,CITY,US
,BLW,CITY,US
,BLX,CITY,IT
,BLY,CITY,IE
,BLZ,CITY,MW
,BMB,CITY,CD
,BMC,CITY,US
,BMD,CITY,MG
,BME,CITY,AU
,BMF,CITY,CF
,BMG,CITY,US
,BMH,CITY,PG
,BMI,CITY,US
,BMJ,CITY,GY
,BMK,CITY,DE
,BML,CITY,US
,BMM,CITY,GA
,BMN,CITY,IQ
,BMO,CITY,MM
,BMP,CITY,AU
,BMQ,CITY,KE
,BMR,CITY,DE
,BMS,CITY,BR
,BMU,CITY,ID
,BMV,CITY,VN
,BMW,CITY,DZ
,BMX,CITY,US
,BMY,CITY,NC
,BMZ,CITY,PG
,BNA,CITY,US
,BNB,CITY,CD
,BNC,CITY,CD
,BND,CITY,IR
,BNE,CITY,AU
,BNF,CITY,US
,BNG,CITY,US
,BNI,CITY,NG
,BNK,CITY,AU
,BNL,CITY,US
,BNM,CITY,PG
,BNN,CITY,NO
,BNO,CITY,US
,BNP,CITY,PK
,BNQ,CITY,PH
,BNR,CITY,BF
,BNS,CITY,VE
,BNT,CITY,PG
,BNU,CITY,BR
,BNV,CITY,PG
,BNW,CITY,US
,BNX,CITY,BA
,BNY,CITY,SB
,BNZ,CITY,PG
,BOA,CITY,CD
,BOB,CITY,PF
,BOC,CITY,PA
,BOD,CITY,FR
,BOE,CITY,CG
,BOG,CITY,CO
,BOH,CITY,GB
,BOI,CITY,US
,BOJ,CITY,BG
,BOK,CITY,US
,BOL,CITY,GB
,BOM,CITY,IN
,BON,CITY,BQ
,BOO,CITY,NO
,BOP,CITY,CF
,BOQ,CITY,PG
,BOS,CITY,US
,BOT,CITY,PG
,BOU,CITY,FR
,BOV,CITY,PG
,BOW,CITY,US
,BOX,CITY,AU
,BOY,CITY,BF
,BOZ,CITY,CF
,BPA,CITY,US
,BPB,CITY,PG
,BPC,CITY,CM
,BPD,CITY,PG
,BPE,CITY,MM
,BPF,CITY,SB
,BPG,CITY,BR
,BPH,CITY,PH
,BPI,CITY,US
,BPK,CITY,PG
,BPL,CITY,CN
,BPN,CITY,ID
,BPO,CITY,CN
,BPS,CITY,BR
,BPT,CITY,US
,BPU,CITY,JP
,BPX,CITY,CN
,BPY,CITY,MG
,BQA,CITY,PH
,BQB,CITY,AU
,BQE,CITY,GW
,BQG,CITY,RU
,BQI,CITY,NA
,BQJ,CITY,RU
,BQL,CITY,AU
,BQN,CITY,PR
,BQO,CITY,CI
,BQQ,CITY,BR
,BQS,CITY,RU
,BQT,CITY,BY
,BQU,CITY,VC
,BQW,CITY,AU
,BRA,CITY,BR
,BRB,CITY,BR
,BRC,CITY,AR
,BRD,CITY,US
,BRE,CITY,DE
,BRG,CITY,US
,BRH,CITY,PG
,BRI,CITY,IT
,BRJ,CITY,AU
,BRK,CITY,AU
,BRL,CITY,US
,BRM,CITY,VE
,BRN,CITY,CH
,BRO,CITY,US
,BRP,CITY,PG
,BRQ,CITY,CZ
,BRR,CITY,GB
,BRS,CITY,GB
,BRT,CITY,AU
,BRU,CITY,BE
,BRV,CITY,DE
,BRW,CITY,US
,BRX,CITY,DO
,BRY,CITY,US
,BRZ,CITY,IT
,BSA,CITY,SO
,BSB,CITY,BR
,BSC,CITY,CO
,BSD,CITY,CN
,BSE,CITY,MY
,BSF,CITY,US
,BSG,CITY,GQ
,BSH,CITY,GB
,BSI,CITY,US
,BSJ,CITY,AU
,BSK,CITY,DZ
,BSM,CITY,IR
,BSN,CITY,CF
,BSO,CITY,PH
,BSP,CITY,PG
,BSQ,CITY,US
,BSR,CITY,IQ
,BSS,CITY,BR
,BST,CITY,AF
,BSU,CITY,CD
,BSV,CITY,MG
,BSW,CITY,US
,BSX,CITY,MM
,BSY,CITY,SO
,BSZ,CITY,US
,BTA,CITY,CM
,BTB,CITY,CG
,BTC,CITY,LK
,BTD,CITY,AU
,BTE,CITY,SL
,BTF,CITY,US
,BTG,CITY,CF
,BTH,CITY,ID
,BTI,CITY,US
,BTJ,CITY,ID
,BTK,CITY,RU
,BTL,CITY,US
,BTM,CITY,US
,BTN,CITY,US
,BTO,CITY,SR
,BTP,CITY,US
,BTQ,CITY,RW
,BTR,CITY,US
,BTS,CITY,SK
,BTT,CITY,US
,BTU,CITY,MY
,BTV,CITY,US
,BTW,CITY,ID
,BTX,CITY,AU
,BTY,CITY,US
,BUA,CITY,PG
,BUB,CITY,US
,BUC,CITY,AU
,BUD,CITY,HU
,BUE,CITY,AR
,BUF,CITY,US
,BUG,CITY,AO
,BUH,CITY,RO
,BUI,CITY,ID
,BUJ,CITY,DZ
,BUK,CITY,YE
,BUL,CITY,PG
,BUM,CITY,US
,BUN,CITY,CO
,BUO,CITY,SO
,BUP,CITY,IN
,BUQ,CITY,ZW
,BUR,CITY,US
,BUS,CITY,GE
,BUV,CITY,UY
,BUW,CITY,ID
,BUX,CITY,CD
,BUY,CITY,AU
,BUZ,CITY,IR
,BVB,CITY,BR
,BVC,CITY,CV
,BVD,CITY,US
,BVE,CITY,FR
,BVF,CITY,FJ
,BVG,CITY,NO
,BVH,CITY,BR
,BVI,CITY,AU
,BVK,CITY,BO
,BVL,CITY,BO
,BVM,CITY,BR
,BVO,CITY,US
,BVP,CITY,PG
,BVR,CITY,CV
,BVS,CITY,BR
,BVU,CITY,US
,BVV,CITY,RU
,BVW,CITY,AU
,BVX,CITY,US
,BVY,CITY,US
,BVZ,CITY,AU
,BWA,CITY,NP
,BWB,CITY,AU
,BWC,CITY,US
,BWD,CITY,US
,BWE,CITY,DE
,BWF,CITY,GB
,BWG,CITY,US
,BWH,CITY,MY
,BWI,CITY,US
,BWJ,CITY,PG
,BWK,CITY,HR
,BWL,CITY,US
,BWM,CITY,US
,BWN,CITY,BN
,BWO,CITY,RU
,BWP,CITY,PG
,BWQ,CITY,AU
,BWS,CITY,US
,BWT,CITY,AU
,BWW,CITY,CU
,BXA,CITY,US
,BXB,CITY,ID
,BXC,CITY,US
,BXD,CITY,ID
,BXE,CITY,SN
,BXF,CITY,AU
,BXG,CITY,AU
,BXH,CITY,KZ
,BXI,CITY,CI
,BXK,CITY,US
,BXL,CITY,FJ
,BXM,CITY,ID
,BXO,CITY,CH
,BXP,CITY,PL
,BXR,CITY,IR
,BXS,CITY,US
,BXT,CITY,ID
,BXU,CITY,PH
,BXV,CITY,IS
,BXX,CITY,SO
,BXZ,CITY,PG
,BYA,CITY,US
,BYB,CITY,OM
,BYC,CITY,BO
,BYD,CITY,YE
,BYF,CITY,FR
,BYG,CITY,US
,BYH,CITY,US
,BYI,CITY,US
,BYJ,CITY,PT
,BYK,CITY,CI
,BYL,CITY,LR
,BYM,CITY,CU
,BYN,CITY,MN
,BYO,CITY,BR
,BYQ,CITY,ID
,BYR,CITY,DK
,BYS,CITY,US
,BYT,CITY,IE
,BYU,CITY,DE
,BYW,CITY,US
,BYX,CITY,AU
,BZA,CITY,NI
,BZB,CITY,MZ
,BZC,CITY,BR
,BZD,CITY,AU
,BZE,CITY,BZ
,BZG,CITY,PL
,BZH,CITY,ZW
,BZI,CITY,TR
,BZK,CITY,RU
,BZL,CITY,BD
,BZM,CITY,MG
,BZN,CITY,US
,BZO,CITY,IT
,BZP,CITY,AU
,BZR,CITY,FR
,BZT,CITY,US
,BZU,CITY,CD
,BZV,CITY,CG
,BZY,CITY,MD
,BZZ,CITY,GB
,CAA,CITY,HN
,CAB,CITY,AO
,CAC,CITY,BR
,CAD,CITY,US
,CAE,CITY,US
,CAF,CITY,BR
,CAG,CITY,IT
,CAH,CITY,VN
,CAI,CITY,EG
,CAJ,CITY,VE
,CAK,CITY,US
,CAL,CITY,GB
,CAM,CITY,BO
,CAN,CITY,CN
,CAO,CITY,US
,CAP,CITY,HT
,CAQ,CITY,CO
,CAR,CITY,US
,CAS,CITY,MA
,CAT,CITY,BS
,CAU,CITY,BR
,CAV,CITY,AO
,CAW,CITY,BR
,CAX,CITY,GB
,CAY,CITY,GF
,CAZ,CITY,AU
,CBA,CITY,US
,CBB,CITY,BO
,CBC,CITY,AU
,CBD,CITY,IN
,CBE,CITY,US
,CBF,CITY,US
,CBG,CITY,GB
,CBH,CITY,DZ
,CBI,CITY,AU
,CBJ,CITY,DO
,CBK,CITY,US
,CBL,CITY,VE
,CBN,CITY,ID
,CBO,CITY,PH
,CBP,CITY,PT
,CBQ,CITY,NG
,CBR,CITY,AU
,CBS,CITY,VE
,CBT,CITY,AO
,CBU,CITY,DE
,CBV,CITY,GT
,CBW,CITY,BR
,CBX,CITY,AU
,CBY,CITY,AU
,CBZ,CITY,US
,CCA,CITY,US
,CCB,CITY,US
,CCC,CITY,CU
,CCF,CITY,FR
,CCG,CITY,US
,CCH,CITY,CL
,CCI,CITY,BR
,CCJ,CITY,IN
,CCK,CITY,CC
,CCL,CITY,AU
,CCM,CITY,BR
,CCN,CITY,AF
,CCO,CITY,CO
,CCP,CITY,CL
,CCQ,CITY,BR
,CCR,CITY,US
,CCS,CITY,VE
,CCT,CITY,AR
,CCU,CITY,IN
,CCV,CITY,VU
,CCW,CITY,AU
,CCX,CITY,BR
,CCY,CITY,US
,CCZ,CITY,BS
,CDA,CITY,AU
,CDB,CITY,US
,CDC,CITY,US
,CDD,CITY,HN
